,labels,lenths,contents
4648,3,48,续航 一般 微信 微博 之类 的 一天 差不多 ， 有点 重 ， 但是 很快 就 习惯 了 。 收到 的 时候 ， 边框 有 划痕 ， 急 着 用 没换 ， 还 怕 换 一个 瑕疵 更大 ， 套 了 壳 啥 也 看不见 。 。 。 。
4649,1,22,用 着 卡 ， 解锁 不灵敏 ， 而且 很 重 ， 电池 不 耐用 ， 发热 严重 ， 重度 使用 不到 五小时
4650,5,18,送货 很快 ， 当天 就 到货 了 ， 手机 数码 这 类产品 一直 都 在 京东 买 。
4651,1,7,苹果 现在 的 品控 真的 不怎么样 ！
4652,5,50,包装 极其 简陋 ， 8 ， 9 的 东西 一个 小破盒 邮来 了 ， 造成 我 一度 以为 是 假 的 ， 网上 验证 没 啥 问题 ， 不 知道 这个 包装 是 就 这样 还是 经费 不够 ， 主要 还是 京东 白条 挺 方便 的 ， 整体 都 不错
4653,2,8,感觉 一般 ， 一直 用 的 苹果 ，
4654,5,4,京东 自营 可以 的
4655,5,29,老婆 的 SE 进水 了 ！ 马上 出门 ， 直接 在 京东 拍 了 ， 送货 很快 ， iPhone8 防水 的 ！ 现在 iPhone8 和 iPhoneX 配合 使用 了
4656,1,5,一般般 吧 贵 的 要死
4657,2,5,刚买 了 就 掉 价钱
4658,5,10,我 婆婆 和 蓝色 陪 老婆 色 合金 POP 你
4659,5,9,东西 很 好 ， 是 正品 现在 使用 中
4660,3,18,手机 还 可以 ， 就是 降价 太快 了 ， 买 了 5 天 ， 又 降 了 150
4661,3,17,激活 太 麻烦 ， 你 问 客服 爱理不理 ， 买 之前 和 买 之后 客服 ， 大变样
4662,2,55,激活 两天 就 有 3 次卡顿 的 情况 出现 ， 不明 原因 ！ 不过 等 会 自己 就 好 了 ！ 现在 京东 居然 不 给 顾客 带 纸质 发票 ， 而且 拒绝 补票 ！ 既然 这样 为什么 让 顾客 选择 发票 的 类型 呢 ？ 老 顾客 了 ， 表示 不能 忍 ！ ！
4663,5,31,物流 很快 ， 快递 小哥 很 负责 ， 手机 包装 的 很 好 ， 运行 速度 快 ， 反应 灵敏 。 玩游戏 手感 好 ， 运行 流畅 ， 画面 清晰 。
4664,1,47,觉得 以后 都 不会 在 京东 买 东西 了 昨天 手机 直接 黑屏 成砖 了 开机 也 开 不了 问 客服 也 没 人理 现在 京东 都 这样 的 吗 ？ 早 知道 在 实体店 买 也 不至于 这样 。 建议 各位 以后 不要 在 这里 买
4665,1,8,我 没收 到货 ， 你们 京东 好 坑
4666,5,51,自营 还是 放心 很 满意 现在 买 6sp 很 划算 128 满足 了 我 的 要求 以后 不用 担心 满 内存 从 16g 到 128 我 豁然开朗 心情 鸡冻 ！ 银色 选对 了 银色 好好看 很 喜欢 买 6sp 当然 主要 为了 拍照 适合 我 这 爱 臭美 的 自恋狂 哈哈
4667,1,4,太 几把 贵 了
4668,3,23,使用 过程 中 突然 \ n 出现 了 一次 屏幕 失灵 的 状态 ， 关机 后 好 了 ！ 希望 不要 有 问题
4669,1,65,太 容易 碎屏 ， 十天 不到 就 碎 了 ， 而且 还有 黑点 ， 真是 玻璃心 也 碎 了 ， 售后 也 是 要 联系 几个 电话 才能 找到 ， 京东 这 售后 差强人意 ， 本来 还 想 买 个 的 ， 现在 这个 都 不 想要 了 ， 买 。 来 用 十天 ， 送 回去 换 新机 要 等 半个 月 ， 郁闷
4670,5,24,这么 好 的 手机 为什么 也 有人 喷 它 ， 真是 伤心 ， 手机 很 好 用 。 虽然 贵 但是 值得 。 哈哈
4671,2,33,中控 圆键 金色 圈印 歪 了 ， 还有 屏幕 不是 太 灵敏 打 一句 想 删除 中间 的 一个 字 点来点去 都 不 到位 ， 新机 我用 没多久 开机 总会 卡 一次 。
4672,3,13,买 了 就 降价 一周 之内 降 了 00 ， 坑人 的 京东
4673,1,13,有没有 人 在 这个 设置 页面 卡顿 。 运气 差 ， 漏光 。
4674,3,8,什么 鬼 ， 一 买回来 就 降价 的
4675,3,34,包装 看着 没 问题 ， 但是 刚 开机 就 死机 一次 ， 不知 是 不 机子 本身 的 问题 。 现在 暂时 用 着 没 毛病 ， 但 开机 死机 让 心里 很 不爽
4676,5,68,收到 后 迫不及待 拆开 包装 ， 仔细检查 了 一遍 ， 外观 都 非常 好 ， 没有 小 瑕疵 ， 开机 后 使用 过后 ， 感觉 很 好 ， 暂时 都 没有 什么 哪里 有 疑问 。 这个 性价比 确实 非常 不错 。 \ n 原装 正品 全新 国行 ， 发货 快 ， 性价比 极高 ， 想 买 的 就 出手 吧 ， 买 到 就是 赚 到 ！
4677,5,13,一下子 帮 家人 买 了 3 个 ， 炒鸡 好 用 ！ ！
4678,2,62,我 觉得 一般般 什么 都 没得 送 连 我 知道 版本 的 权利 都 没有 要不是 因为 着急 买 了 送给 男朋友 生日礼物 我 还 真 不会 在 这里 买 开机 的 时候 还会 闪屏 然后 一下子 就 什么 东西 未激活 就 无 服务 了 又 要 关机 重启 很 麻烦 的 比较 花 了 好几千 比较 在意 的 我 不介意 买
4679,5,10,价格比 * * 贵 ， 但 依然 相信 京东 。
4680,5,91,金属 质感 ， 拿在手上 很 有 份量 ， 沉甸甸 的 ， 应该 比较 耐 摔 ， 像 我 这种 一不小心 就 会 手机 掉 地上 的 人 可以 少 一分 担忧 。 没有 Home 键 也 挺好用 的 ， 许多 功能 更 简单 方便 了 。 虽然 有 刘海儿 ， 但 截屏 是 不受 影响 的 。 我 看 视频 多 ， 电量 还是 可以 用 一整天 的 ， 充电 时间 比较 长 。 唯一 不 喜欢 的 是 只能 用 专用 耳机 ， 充电 就 用 不了 耳机 了 。
4681,5,19,物流 快 ， 运行 快 ， 手机 大小 合适 ， 用 着 很 喜欢 。 好用 的 产品 。
4682,5,111,帮 同事 买 的 ， 她 很 满意 。 她 原来 用 的 S 也 是 我 帮 她 买 的 。 说实话 ， 我 算是 野 路子 出身 的 手机 专家 。 最早 我用 windows 系统 的 HTC ， 不断 刷机 ， 后来 换成 安卓 ， 刷 了 mini ， 接触 了 第一代 小米 & hellip ; & hellip ; 办公室 里 同事 的 手机 基本 都 是 我 帮忙 网购 的 ， 从 一 开始 抢购 红米 ， 到 后来 换成 魅族 ， 再 后来 就是 华为 ， 到 现在 基本 换成 苹果 了 。 真的 ， 还是 苹果 精致 ， iOS 系统 人性化 ， 流畅 ， 不卡顿 。
4683,1,11,哎 ， 一天 一个 价 ， 我 也 是 醉 了
4684,1,10,"购物 体验 极差 , 才 几天 就 降价 了 ."
4685,3,97,上班 没法 取 快递 ， 就 放 的 速递 易 ， 拿到 的 时候 那个 京东 的 贴标 已经 损坏 了 ， 但是 没 出现 什么 问题 ， 用 一阵 再 看吧 。 真是 5 . 和 se ， 还有 6s 到 这个 8p 也 是 一堆 手机 了 。 这个 太重 了 ！ 真的 太重 了 & hellip ; & hellip ; 而且 确实 不太 喜欢 这个 白白的 玻璃 啊 & hellip ; & hellip ; 没 办法 ， 又 不想 买 7p 。 天天 这个 重量 都 没 办法 忽略 它 的 存在 感 。
4686,5,8,使用 效果 还 不错 jiusyoud 耗电 ； 正品
4687,1,12,刚买 完 就 降价 ， 你 也 是 可以 ！ ！ ！
4688,1,10,什么 都 没 送 ， 连 钢化 膜 都 没有
4689,1,6,客服 垃圾 一星 都 不想 给
4690,5,23,618 老公 送 的 礼物 ， 红色 很漂亮 很 特别 ， 价格合理 ， 4399 ， 还 可以 分期 免息 ， 太 划算 了
4691,1,26,什么 乱七八糟 ， 不到 天 就 降价 了 ！ 还 什么 版本 不 一样 。 不能 申请 价格 保护 ！ 以后 再也不会 买 了 ！ ！
4692,3,7,说好 的 150 元京豆 就是 唬人 的
4693,3,79,那个 使用 了 手机 还 行 ， 就是 啥 ， 唯一 不好 ， 那个 就是 ， 我刚 申请 的 id ， 官网 就 给 我 封 了 ， 我 不 知道 为什么 。 整得 我 ， 弄 了 五六个 小时 去 申请 去 ， 然后 ， 去 修改 密码 ， 然后 给 客服 打电话 ， 给 嗯 ， 苹果 客服 打电话 ， 他 都 能查 ， 没 给 我 解除 了 。 所以 说 我 给 三颗 星 。
4694,1,23,买 了 送 亲人 的 。 现在 才 知道 一 开始 前 摄像头 没用 的 。 而且 有时候 卡 在 那里 不会 动
4695,1,10,手机 到手 后 各种 小毛病 不断 ？ 心 很 累
4696,2,55,现在 的 8p 使用 了 有 一个 星期 ， 发现 做工 真的 不如 以前 的 苹果 缝隙 较大 ， 系统 也 不是 那么 的 好 ， 出现 卡顿 挺 多次 了 ， 而且 这 款 金色 根本 就 不是 金 ， 像 玫瑰 金 也 就是 不能 退 ， 激活 了 也 就是 不能 退
4697,3,26,送来 第一个 硌 手 ， 保修期限 少 一个月 ， 换 了 一个 又 是 硌 手 ， 保修期限 少 20 天 ， 二 手机 真 多
4698,2,60,讲 真的 ， 原 包装盒 子 打开 来 看到 这样 的 磕痕 ， 心 都 凉了半截 ， 针扎 了 半天 想 说 算了 ， 但 真心 希望 京东 能 给 我 个 说法 ， 为什么 原 包装 的 机子 打开 会 这样 ? 莫非 我 那么 倒霉 万里 挑一 的 残次 件 就 这么 京准 到 我 手上 了 ?
4699,1,11,买 了 就 降价 了 ， 差价 也 不 退 ..................
4700,3,25,买 的 时候 是 6688 买 了 不到 一个 星期 降价 到 5999 这 也 降价 太多 了 吧 ， 不 理解 为什么 啊 ？
4701,1,50,这 手机 目前 没什么 问题 唯一 就是 这 耳机 我 今天 才 打开 耳机 里面 是 黑色 明显 被 人用 过 找 客服 说 什么 要 找 专线 我 叫 他 转接 过去 嗯 要 打电话 说 手机 没 问题 耳机 就 没 问题 京东 客服 真给力 ！ ！ ！
4702,5,125,已经 用 了 一段时间 了 。 手机 很 不错 ， 更新 最新 的 版本 后 仍然 能够 很 快速 的 反应 。 因为 本人 不玩 大型 网游 ， 拍照 也 一般 ， 所以 32g 完全 够用 ， 我 现在 把 自己 所有 想 安装 的 软件 都 安装 后 ， 大概 用 了 16g 左右 ， 若 加上 其它 软件 的 缓冲 可能 以后 会 用到 2g 左右 。 因为 有 wifi 以及 平板 ， 不 存在 在 手机 上下 电影 之类 的 。 所以 够用 哈 。 电池 健康 系数 100% 。 一天 一充 ， 使用 中 手机 出现 过 一次 非正常 发烫 的 经历 ， 不过 只有 一会儿 。 秒杀 2899 到手 ， 整体 很 满意 。 若有 问题 后面 再 评价 。
4703,1,31,屏幕 边框 缝隙 太 大 。 后置 摄像头 按压 有 声音 。 总体 来说 就是 垃圾 ， 再也 不 相信 京东 了 。 被 骗 一次 不 可能 有 第二次 。
4704,1,49,手机 都 没 啥 问题 ， 用 着 也 挺 好 的 ， 但是 京东 这个 价格 真心 不敢恭维 ， 买 了 手机 一周 不到 直接 降 了 300 ， 找 客服 理论 ， 客服 各种 bb ， 愣 是 不 给 补全 差价 ， 真是 醉 了 。
4705,3,20,京东 自营 很 好 吧 ， 总体 还 可以 ， 就是 产品 品控 不是 很 好 。 8p 毛病 多
4706,1,73,就 十几天 不到 两周 降价 300 ， 玩 这种 把戏 ， 还 先降 200 再降 00 ， 这个 系列 不 降价 那个 系列 降价 。 这个 颜色 先 涨价 再 降价 ， 那个 颜色 再 降价 接着 涨价 ， 这 不是 欺骗 消费者 是 什么 ？ 敢 问 京东 卖 的 牛奶 都 没法 跟 * 服务 了 ， 七天 无 理由 退换货 都 没法 实现 ， 更 不用说 其他 电子产品 了 ！
4707,5,12,很 好 ， 是 正品 ， 用 了 一段时间 了 ， 满意
4708,3,121,昨天上午 下单 ， 几天 下午 到 的 \ n 一 拆 包装 就 发现 运输 肯定 有 磕碰 ， 媳妇 打开 就 jihuo 体验 了 ， 我 是 来不及 啊 & hellip ; & hellip ; 要 不 我 肯定 退换 ， 机器 暂时 没 啥 问题 ， 就 磕碰 掉 的 漆 ， 外包装 一个 印 ， 对比 到 机器 边框 也 有 一个 划痕 ? \ n 心里 还是 很 不 舒服 ， 没 办法 老婆 已经 开始 把 控 了 & hellip ; & hellip ; \ n 想想 激活 后要 搞 啥 的话 这 事儿 也 是 没 谁 了 & hellip ; & hellip ; \ n 实话 三星 已算 不错 了 ， 后续 再 看看
4709,1,14,# ， 一直 要 重设 密码 ， 密码 没输 错 还给 你 锁 了
4710,5,14,外观 很棒 简单 大方 大小 正合适 单手操作 系统 也 很 流畅 用惯 了 苹果
4711,5,16,用 了 一个月 才 评论 的 手机 没 问题 速度 很快 京东 还是 很 好 的
4712,1,348,这次 是 我 在 京东 上 买 的 一个 最贵 的 东西 ， 但 恰恰 让 我 很 闹心 ， 要 给 个 差评 ～ 我 是 在 双 十二 活动 时买 的 ， 本周 三 下午 六点 就 收到 货 了 ， 物流 没有 任何 问题 ， 外观 和 包装 也 都 没有 任何 问题 ～ 本着 对 京东 信任 ， 我 开机 后 就 进行 了 激活 ， 然后 就 开始 各种 体验 ～ 但是 ， 玩 了 半小时 ， 在 苹果 应用 商店 下载 东西 的 时候 ， 苹果 商店 变白 了 ， 然后 就 卡死 了 ， 然后 各种 点击 各种 按键 都 没用 。 持续 了 一分钟 后 ， 我 就 赶忙 用旧 手机 联系 在线 客服 ， 还好 ， 客服 马上 回复 我 了 ， 让 我 先 按 左 上键 ， 后 按 左 下键 ， 在 长 按 右边 键 ， 强制 重启 。 我 照着 做 了 四次 ， 此时 已经 死机 了 四分钟 左右 ， 这是 屏幕 变黑 ， 中间 一个 黑 小圈 转 着 ， 这样 持续 了 一分 半 之后 ， 开始 出现 苹果 标志 ， 而后 重启 成功 了 ～ 从 死机 到 重启 成功 ， 至少 七分钟 以上 ， 将近 八分钟 感觉 ～ 我 不 知道 为什么 刚买 的 东西 会 出现 这样 的 问题 ， 心里 很 是 不 舒服 ， 当晚 我 就 提交 了 换货 申请 ～ 第二天 ， 京东 售后 打 来 电话 ， 问 了 基本 情况 后 ， 告知 我 我 把 手机 寄过去 后 ， 他们 会 进行 检验 ， 如果 没 问题 ， 还会 在 返还 给 我 原 手机 的 。 建议 我 在 用 用 ， 他们 延长 5 天 换货 申请 & hellip ; & hellip ; 唉 ， 只能 这样 了 ， 在 用 用 看 ～ 但 这次 产品 体验 很 不 舒服 & hellip ; & hellip ; 也许 不是 京东 问题 ， 是 苹果 系统 问题 ， 但是 京东 卖 的 & hellip ; & hellip ; 所以 ， 给 京东 差评 了 & hellip ; & hellip ;
4713,5,8,挺 好 很 好看 用 着 也 不错
4714,2,22,第二天 就 发现 手机 上 有 许多 轻微 划痕 。 也 不 觉得 有 多 流畅 。 跟 \ n6s 差不多 ！
4715,5,6,还 行 ， 总体 感觉 不错
4716,5,20,快递 很 给 力 ， 隔天 就 到 啦 ， 包装 完整 正在 激活 中 ， 期待 。 。 。
4717,5,13,用 着 感觉 还 可以 ， 给 妈妈 买 的 ， 老人家 用大屏
4718,3,5,刚买天 就 开始 降价 ?
4719,3,23,用 着 用 着 成 习惯 了 ， 还是 这个 牌子 ， 前后 玻璃 面板 贴 偏 了 ， 质量 有待 提高 。
4720,1,34,修 了 一次 ， 换个 主板 ， 摄像头 等 。 现在 打 不了 电话 了 ， 正在 申请 又 一次 维修 ， 此处 省去 好多 字 ， 不让 发 敏感 词汇 ， 大家 懂得
4721,3,27,一 开始 感觉 挺 好 ， 电池 也 挺 给 力 ， 这用 了 10 多天 ， 感觉 电池 掉电 有些 快 ， 听 会歌 就 掉电
4722,1,75,京东 物流 是 挺快 的 ， 但是 没 必要 滥竽充数 吧 ， 几千块 买 的 手机 竟然 这样 包装 ， 直接 把 一部 新手机 放到 打包 盒 里面 ， 什么 东西 也 不 垫 一下 ， 谁 知道 路上 手机 被 摇 撞 了 多少 下 啊 ， 亲们 看吧 ， 第一张 图片 打包 盒 没 拆开 就 被 撞 扁 了 ， 可想而知 我 的 手机 啊 ， 受 的 都 是 内伤 ！
4723,1,168,京东 的 送货 服务 不错 ， 但是 京东 的 客服 这次 做 的 真 不 地道 ， 买 的 时候 都 说 了 要 一个 纸质 发票 我要 送 人 ， 货 第二天 到 了 ， 发票 啥 也 没有 ， 我 都 说好 了 要 送 人 需要 发票 。 居然 叫 我 去 打印 送人 的 弄 个 自己 打印 的 发票 像 什么 ？ 我 自己 在 京东 买 了 这么 多年 的 东西 如是 自己 用 的 不要 说 没 纸质 发票 ， 就是 没 电子 发票 我 都 无所谓 ， 找 了 几个 客服 说 了 多少 好话 ， 就是 不 给 开发票 ， 规定 是 死 的 人 是 活 的 ， 特殊要求 就 不能 开 一张 吗 就 那么 金贵 ？ 所谓 的 人性化 服务 呢 见鬼 去 了 吗 ？ 下次 要 发票 的 一定 不会 在 京东 买 了 ？ 你 京东 做 大 了 服务 缺 越来越 垃圾 ， 你 牛 ！ 任何事物 物极必反 别太 嚣张 了 ！
4724,5,9,速度 很 流畅 ， 不错 相信 京东 的 品质
4725,5,6,手机 还 可以 ， 系统 11.4
4726,3,14,手机 收到 了 ， 手机 右下方 有 一点 瑕疵 。 应该 是 翻新 机吧
4727,1,57,这次 购物 很 失望 ， 本来 想 的 用 白条 过 几天 也 要 还 ， 就 先用 白条 买 了 ， 结果 没想到 过 了 几天 直接 降价 三百多 ， 之后 白条 版 还给 下架 了 ， 没法 申请 价保 了 ， 这次 的 活动 太 让 我 失望 了 & hellip ; & hellip ;
4728,5,19,手感 不错 ， 用 起来 很 舒服 ！ 到货 速度 贼 快 ， 京东 快递 就是 不 一样 ！
4729,5,13,昨天 下单 ， 今天 收货 ， 晒 一下 ， 给 娃儿 妈 的
4730,2,21,会卡屏 ， 不太 满意 ， 有时候 玩游戏 时 接电话 电话 挂 不了 会卡 在 那 ， 要 强制 关机 才行 。
4731,1,26,差评 差评 ， 迟 了 整整 一天 ， 还要 亲自 去取 货站 去 催 。 电话 也 打 不通 ， 客服 管事 的 都 没有 。
4732,5,14,挺赞 挺 好 ， 物流 快 ， 东东 好 ， 希望 可以 多用 一阵
4733,5,303,用 了 一周 了 ， 可以 来 评价 了 。 先说 大家 关心 的 问题 吧 ， 第一点 ， 电池 的话 不能 说 续航 好 ， 但是 也 不差 ， 我算 中度 偏重 使用 手机 ， 不 玩游戏 ， 但是 一天到晚 逛 贴 吧 看 微博用 微信 （ 做 销售 的 ， 和 客户 聊天 ） qq ， 早上 6 点 起床 拔 充电器 ， 可以 用到 下午 下班 （ 6 - 7 点 ） 反正 一天 是 够 了 ， 电池 的话 我 的 评价 是 还 可以 。 第二点 ， faceid 鸡 不 鸡肋 ， 首先 我 要说 ， 如果说 faceid 和 指纹 解锁 有 什么 不同 的话 ， 就是 facejd 解锁 之后 你 需要 手动 上 滑 解锁 ， 不能 像 指纹 那样 按 home 键 直接 进入 主 界面 ， 但是 要说 识别率 和 好 用 程度 ， 满分 一百分 我 真的 是 给 99 分 的 ， 扣 一分 是因为 偶尔 有 一次 解不开 ， 其实 指纹 也 是 达 不到 100% 的 ， 面部 解锁 我试 过 了 ， 化妆 卸妆 躺 床上 侧 躺 平躺 熄灯 躺 手机 放 桌面上 凑 脸上 去 ， 全部 可以 解锁 ， 而且 我 还 试过 距离 远近 ， 用 两天 习惯 了 之后 可以 说 是 非常 好用 了 ， 搞不懂 把 faceid 说 的 很 鸡肋 的 人 ， 可能 就 像 指纹 一样 吧 ， 有些 人 的 脸 也 不好 识别 。 第三个 ， 手机 系统 流畅 度 ， 我 才 用 两天 ， 确实 不好 说 死 了 ， 但是 前两天 之内 卡过 一次 机 ， 就 只是 在 app 界面 内卡 ， 返回 到 主 页面 用 其他 程序 是 没受 影响 的 ， 除此之外 可以 说 是 非常 顺滑 了 ， 不管 是 退后 台 还是 打开 软件 ， 666 ， 没死 过机
4734,1,39,京东 的 配送 速度 是 可以 的 ， 手机 是 很 垃圾 ， 不 知道 是不是 正品 ， 反应迟钝 ， 联网 性能 不是 一般 的 差 ， 有 业务 的 时候 连 不 上网 ， 相当 的 郁闷 。
4735,5,12,已经 激活 ， 正品 国行 的 \ n ， 后续 再 追评
4736,2,27,服务 很 不错 ， 机子 使用 还 不到 一个月 ， 已经 出现 卡机 ， 信号 不 稳定 情况 ， 已 申请 售后 ， 希望 卖家 能 及时处理
4737,5,15,一直 在 京东 购物 ， 真的 是 多 ， 快 ， 好 ， 省 。
4738,3,16,优惠 力度 忽高忽低 ， 心里 很 不 平衡 呐 ！ 手机 用 段时间 再来评 吧 ！
4739,3,47,2018 年 1 月 1 号 买 的 ！ 第一次 是 花屏 问题 & hellip ; 换货 了 接下来 又 是 边框 底部 有 缺陷 & hellip ; 第三次 还是 花屏 问题 & hellip ; 前后 折腾 了 快 20 多天 ！ 工作人员 服务态度 还 行 ！
4740,2,30,手机 问题 很多 ， 一直 以为 很 信任 京东 ， 这次 非常 失望 ? ， 手机 问题 很多 ， 要是 知道 这样 ， 去 官方 官网 买 了 ， 后悔
4741,3,7,服务态度 不够 好 ， 有店 大 ............
4742,3,11,AppStore 新 Id 用 不了 没 反应 其他 的 都 可以
4743,1,7,买 了 就 降价 还 不让 保价
4744,3,11,很漂亮 但是 感觉 有 一点 卡 不 知道 是不是 翻新 机
4745,1,36,京东 套路 深 啊 ， 刚买 就 降价 了 ， 申请 价格 保护 不 成功 ， 原来 是 给 下架 了 ！ 说 我 商品编号 不 一样 ， 没 办法 补 差价 ！ 这玩 的 可以
4746,5,25,用 了 一段时间 才 来 评价 的 ， 东西 是 好 东西 ， 但是 这次 送货 的 包装 就 有点 太 随意 了 吧 ！
4747,5,8,不错 ， 送货 速度 超快 ， 五星 了
4748,1,42,就 怕 京东 买 的 有 缺陷 ！ 果然 外观 有 缺陷 ！ 一 开始 没 注意 到 ！ 说 我 插 了 手机卡 就 激活 了 不能 退换 ！ 好 吧 好 吧 ～ ～ 望 慎重 ！ ！ ！ ！
4749,5,75,"包装盒 子 很 简单 ， 这么 贵 的 手机 ， 包装 外面 就 一个 盒子 太 low 了 ， 7.18 购买 7499 , 然后 8 月 4 号 无意 看到 只要 7399 ， 降价 了 100 元 ， 没有 保价 ， 问 客服 说 过 了 保价 时间 ， 客服 说 赔偿 2000 京豆 我 ， 算 表示 一下 。 多少 心里 还是 有点 不 舒服 ， 毕竟 购买 时间 都 没 半个 月 。"
4750,1,88,真糟糕 的 一次 购物 ， 第一次 买 的 给 发 的 是 有 问题 的 坏 机器 ， 第二次 换货 回来 ， 刚过 了 3 天 ， 降价 了 & hellip ; & hellip ; 还 没发 申请 差价 ， 真是 让 人 以后 都 没法 相信 京东 了 ， 买 了 这么 多年 的 东西 ， 这 让 我 心情 真的 是 不好 & hellip ; & hellip ; 也 是 头 一个 差评 ， 只有 京东 快递 员 服务态度 很 好 。 其余 的 真 不行
4751,5,6,刚 收到 用 几天 在 追评
4752,3,18,唯一 的 缺陷 就是 触屏 问题 ， 左上角 的 触屏 返回 有时候 要 按 几次 才 可以 。
4753,3,26,不好 乱说 京东 卡车 慢 成渝 两地 调货 用 了 一天 。 送货 的 没 问题 手机 刚用 不 清楚 不过 应该 不会 点 被 吧
4754,1,52,第四次 购买 苹果 产品 ， 这次 太差 了 。 刚买 一个月 手机 就 黑屏 了 ， home 健 同时 失灵 ， 无法 关机 重启 ， 成 了 一块 砖头 。 打 京东 客服 解决不了 ， 只能 申请 维修 ， 无法 退换 ， 影响 消费者 使用 ， 京东 不会 卖 水货 吧 ，
4755,5,34,这个 是 给 我家 那位 买 的 ， 什么 都 好 。 就是 这 邮寄 速度 头 一次 遇到 。 \ n 可能 天太热 了 ！ 希望 不要 再有 这 这种 情况 出现 了
4756,5,10,给 妈妈 买 的 还 不错 红色 的 很 艳丽
4757,3,32,用 着 还 可以 ， 就是 第二天 出现 通讯录 不好 使 ， 模糊不清 ， 开机 重启 以后 好 了 ， 不 知道 还会 不会 出现 问题 ， 寻问 客服 也 没 回复
4758,3,59,ios11 流畅 但 耗电 非常 不 满意 ， 诸君 可 记得 当年 iphone6plus 的 神级 续航 ？ 首发 入 价格 现在 简直 血亏 ， 想着 果 x 铺货 不会 太大 就 先买 个 8p 来用 个 三四个 月 再 换 现在 在 看 仿佛 自己 像 个 傻子 。 且 买且 珍惜 ， 祝果 x 问题 频出 大吉大利 。
4759,5,17,手机 收到 了 ， 是 新机 ， 第一次 用 苹果 ， 系统 流畅 ， 外观 漂亮 完美
4760,3,20,手机 做工 还是 有 问题 ， 边线 有 黑点 ， 缝隙 太 大 。 。 不 知道 是不是 换机 。
4761,5,18,还 不错 ， 送货 速度 很快 ， 屏幕显示 效果 很 细腻 ， 苹果 就是 苹果 。 继续 加油
4762,2,23,刚回来 ， 一 拿到 手 ， 仔细 一看 ， 有 磕痕 。 。 。 。 会 不会 是 翻新 机 ？ ？ ？
4763,3,4,说好 的 发票 呢
4764,3,51,手机 整体 还 可以 吧 ， 照相 不是 很 清楚 ， 光线 特别 好 的 时候 还 可以 ， 就是 不能 放大 看 ， 屋里 更 别提 咯 ， 不 清楚 不说 ， 放大 都 是 小 点点 ， 这么 贵 的 手机 照相 为什么 这么 差 ， 无语 了 ，
4765,3,17,裸机 一个 钢化 膜 都 没有 送 一张 我 也 是 无语 手机 用 一段时间 再 追评
4766,5,9,不错 不错 ， 用 了 很 久 了 ，
4767,5,180,"从 实用 向 的 角度 来说 iPhone8 相对 于 去年 的 7 依然 有 不少 升级 的 地方 ， 现阶段 地表 性能 最强 的 移动 Soc , 顶尖 的 双摄 表现 ， 更强 的 续航 水平 ， 再 加上 顶级 的 LCD 屏 ， 以及 领先 安卓 阵营 的 振动 体验 ， 还有 iOs 的 软件 生态 ， 整机 的 综合 素质 依然 是 目前 智能手机 里 比较 出色 的 一类 ， 当然 万年 的 V1A 头 比较 坑 ， 毕竟 这 可是 售价 000 档 的 机型 ， 建议 另行 购买 iPad 充电器 提升 使用 体验 ， iOS11 整体 的 流畅 度 依然 需要 优化 ; \ n 外观 上 来说 确实 有点 炒冷饭 的 意思 ， 特别 是 对于 如今 这个 看脸 的 时代 ， 难免会 让 人 有些 审美疲劳 ， 并且 . 在 ID 外观 差异 不大 的 情况 下 ， 手感 方面 也 是 有所 倒退 ， 通常 来说 ， 大家 对于 一款 旗舰 新机 的 期待 是 由内而外 ， \ n \ n 值不值得 买 ， 最终 还是 要 看 你 自己 的 了 。"
4768,3,9,充电 线充 了 几次 电后 就 不行 了 。
4769,1,82,再 没 这么 烂 的 手机 了 ， 刚到 的 手机 闪光灯 不亮 ， 换 了 一个 ， 给 了 个 二手 的 手机 ， 真是 应 了 那句话 * 大家 小心 了 ， 不要 在 这家 店买 东西 ， 真的 垃圾 ！ ！ 在 路上 耽误 了 一周 的 时间 ， 真心 无 语 ， 激活 日期 保修 日期 差 了 好久 ， 骂 的 比 翻新 机 是不是 。 开着 闪光灯 晚上 的 照片 ， 这家 黑店 ， 小心 点
4770,2,19,东西 一般 吧 ？ 和 别的 人 手机 比 也 就 那样 ， 我 都 怀疑 是 假货 了
4771,1,11,这 手机 一 玩游戏 就 变暗 有时 卡 的 点 不了
4772,5,17,配送 速度 杠杠 的 ， 一两天 就 到 了 手机 也 非常 不错 。 运行 速度 很快
4773,1,31,打电话 给 站点 了 ， 说 先 不 送 ， 非要 给 我 送出去 ， 损失 你们 配 啊 ？ 要 提供 码 的 东西 ， 直接 跳过 验证 妥投 。
4774,3,8,物流 真的 有点 坑 ， 东西 没 问题
4775,2,71,用 了 一段时间 才 过来 评价 \ n 使用 了 一个月 出现 了 两次 故障 照相机 总是 一闪 一闪 的 不 知道 怎么回事 必须 重启 \ nSiri 也 出现 无法 语音 识别 的 情况 \ n 不 知道 这是 个例 还是 怎么回事 难道 是 我 买 到 了 次品 ？ \ n 现在 越来越 担心 了 过 了 15 天 也 不 给 换货 了 真的 不 知道 该 怎么办 。
4776,3,7,解锁 的 时候 有些 时候 卡顿 。
4777,1,24,使用 不到 十天 ， 莫名其妙 死机 ， 屏幕 怎么 点 都 没 反应 ， 关机 键用 ， 难道 要 等 没电 自动关机 吗 ？
