,labels,lenths,contents
4266,1,12,降价 太快 买 几天 降价 300 京东 购物 忠实 粉丝 情 何以堪
4267,5,6,商品 很快 到手 新机 暂时 功能
4268,5,29,全新 未 拆封 查 序列号 显示 正品 苹果 新 系统 流畅 原彩 显示 不错 电池容量 添加 快捷键 录 屏幕 视频 物流 快递 服务 不错 送到 我家 楼下 第二天 ！
4269,2,18,刚有 时间 评价 第一次 京东 买手机 实在 失望 ！ 缝隙 太 缝隙 质量 换 损害 消费者 利益 ！
4270,2,20,差评 手机 说 保价 气死 平台 退 差价 京东 不行 送货 说 不行 纠结 半天 语 满意 提前 买 开心
4271,2,7,感觉 打游戏 发烫 理解 两颗 星 ！
4272,3,51,这破 手机 降价 太快 买 完 第二天 降价 客服 补 差价 两天 降到 价格 太虚 高 建议 着急 换 手机 别着急 买 新手机 原装 插头 买 三四天 插头 坏 充电 好不容易 放假 找 售后 换 插头 折腾 半天 换 插头 原装 苹果 标志 话 说 原装 配件 质量 太差 三四天 坏
4273,1,14,24 日下 月 日 大幅度 降价 降 500 元 七天 保价 差 不爽 ！
4274,5,14,手机 收到 苹果 店 查询 正品 流畅 度极 高 苹果 店 便宜 八百 满意
4275,5,1,力
4276,3,8,贴膜 实体店 随便 选 几个 ！ 算了 ！
4277,1,3,不送 东西 差评
4278,5,74,非常感谢 京东 商城 给予 优质 服务 仓储 管理 物流 配 n 送 做 送货 配送 员 n 热情 有时候 收件 安排 时间 配送 n 时 京东 商城 售后 管理 以解 客户 忧患 排除 n 万难 给予 购物 体验 京东 买 东西 n 感觉 东西 不错 送货 速度 又快又好 折扣 n 每次 抢 喜欢 套路 买个 东西 n 较算 总体 喜欢 希望 越来越 打折 用户 享 n 受 网购 乐趣 希望 东哥 公司 越来越 盈利
4279,1,4,刚用 不到 一个月 电池
4280,1,18,京东 坑 这是 第二次 京东 买 8P 发票 这才 几天 手机 掉价 不补 差价 再也 不上 京东 买手机
4281,5,21,试 机 不错 手感 挺 相机 拍摄 太 清晰 前置 镜头 就别 自拍 好多 缺陷 难受 手机 整体 不错 还好 还好
4282,2,6,怎么回事 ？ 蓝牙 连接 不上 ？
4283,2,21,通话 时 听 声音 有时候 很小 有时候 自动 挂线 有时候 通话 断续 苹果 客服 京东 客服 得不到 解决 ！ ！ ！
4284,5,16,帮 老爸 买 屏幕 续航 久 安卓 系统 太乱 老人家 一不小心 下载 一段 乱七八糟 垃圾 满意
4285,3,4,n 关键 速度 真心
4286,3,2,外观 完美
4287,3,7,感觉 home 键 蹬 蹬 有没有 还好
4288,1,26,京东 售后 真 垃圾 手机 一个月 打电话 申请 售后 维修 慢 要死 售后 信息 查不到 眼中 怀疑 京东 手机 黑 一点 消费者 着想 客服 服务态度 太差
4289,1,15,东 钱 客服 说 导致 退 货 客服 说 没事 客服 说 不关 事 东
4290,5,78,6s 两年 16G 实在 受不了 想换 新手机 无奈 型号 耳机 接口 耳机 对接 无线耳机 音质 不太好 下单 6sPlus128G 到货 关心 新机 苹果 客服 说 对照 地方 IMEI 号 新机 ： 手机 设置 里 ； 三包 卡上 ； 包装盒 ； 连接 iTunes 显示 （ 查看 方法 请 BaiDu ） 查 还好 激活 第二天 官 网上 查 保修 日期 同事 有用 6sPlus 升 新版 IOS 发热 厉害 两天 发现 视频 确实 热 忍受 体验 终于 随便 装 东西 算 满意
4291,3,5,东西 不错 价格 变化 太快
4292,1,14,心碎 ！ 电话 买 不到 两个 月 花屏 屏 模糊 电影 花屏 售后 说法
4293,5,22,苹果 s 苹果 苹果 6p 换 体积小 用惯 6p 不错 滴 ！ 点开 链接 画圈 ！ 网速 真的 信赖 苹果 手机 ！
4294,1,15,这批 苹果 8p 真的 次品 太多 摄像头 拍照 清晰 京东 quot 品牌 日 quot 买
4295,3,1,总体
4296,2,34,第一次 网上 买 苹果 满意 心 够意思 说 满意 价格 号 关注 双十 双十 涨价 醉 几百 大洋 京东 号 10 号 买 56 号 送 万个 豆子 ！ 没想到 双十 涨价 下次 档
4297,1,51,摄像头 灰尘 ！ 录制 视频 杂音 本来 退货 当天 激活 客服 电话 编号 忘记 客服 说 苹果 手机 开机 等于 激活 质量 退 不换 气死我了 申请 换货 售后 天才 打电话 办法 急用 手机 第二天 激活 售后 说 手机 瑕疵 售后 检测 质量 退换货 问 多久 答 半个 月 办法 寄过去 换货
4298,5,1,漂亮
4299,5,10,手机 收到 不错 待机时间 长 触感 舒适 棒 老婆 喜欢
4300,1,51,月份 买 差块 6k 没过多久 月 号 降 百 买 降过 一回 降 接受 商品 原 包装 京东 封 塑料 皮 机身 磕碰 痕迹 太 上边 胶封 不好 总进 灰 平台 价格 变化 太大 买 东西 总 观望 ？ 谁家 点 总 看着 ？ 保价 期 天 意义 聊胜于无 hellip hellip
4301,5,41,128G 磨砂 黑 双十 一抢 00 券 到手 价 6888 赚 嗨 每代 必入 喜欢 表扬 送货 小哥 双十 忙 准时 送到 服务 超赞 天 中 黄屏 设置 电流 声 36 个赞 贴 全屏 钢化 膜 赞 想 天桥底下 专业 贴膜
4302,5,21,速度 真 ！ 物流 真的 ！ 比红 版 发烫 ！ 到手 回来 评价 ！ 反正 感觉 不错 爱 手机 正合适 ！
4303,3,8,还行 充电 太 慢慢 打算 点 逗号 慢
4304,3,31,本想 入手 谷歌 pixel2 奈何 国内 买 新机 太 费劲 入手 8p 手机 优点 ： 续航 流畅 拍照 行 缺点 ： 视频 所示 做工 次 后盖 右上角 玻璃 边框 缝隙 粘胶
4305,3,42,快递 包装 变形 ～ 挤压 ～ 垫 保护 东西 ～ 手机 缝隙 强迫症 别买 ～ 接受 hellip hellip 摄像头 里 异物 ～ 不爽 ～ 退货 麻烦 ～ hellip hellip 看运气 hellip hellip 感觉 买个 处理器 系统 ～ ～ 没安卓 人性 hellip hellip
4306,1,11,到手 几天 降价 两百 申请 保价 做工 品控 大不如前 不太 满意
4307,5,5,外观 大气 拍照 清晰 完美
4308,5,21,正品 查到 性价比 高 128g 内存 很大 追心 买 x 太贵 喜欢 6plus 款 流畅 度 不错 挺 喜欢 客服 耐心
4309,3,6,手机 香港 买 感觉 国行 卡
4310,1,19,骗人 情况 勾选 信息 标价 700 检测 305 忽悠 ？ 手机 花钱 售后 换 全新 机 拆 进水 保护
4311,3,3,卡 客服 态度
4312,3,8,卡慢 反正 先 签收 不行 七天 理由 退货
4313,5,13,十多天 评价 确认 全新 未激活 机器 萍果 系统 流畅 ！ 性价比 蛮高 ！
4314,1,25,拿到 手机 没用 序列号 查 保修期 激活 激活 序列号 查 保修期 发现 少 十几天 手机 十几天 前 激活 没什么 估计 下次 买 贵 重点 东西
4315,2,16,手机 全新 未激活 重 感觉 照片 太 清晰 解锁 迟钝 不知 通病 不太 满意 懒得 退
4316,3,5,手机 还行 发现 关机 开机
4317,1,4,买 完 便宜 差评
4318,3,12,评论 换机 评论 ！ 新手机 希望 部手机 京东 售后服务 反正 购物 愉快
4319,5,10,东西 不错 下单 物流 送 朋友 面子 出手 京东 给力
4320,3,12,京东 价钱 变化 实在 太大 ！ 伤不起 保价 期间 掉价 ！ 无奈
4321,5,65,赞叹 这代 产品 确实 眼前一亮 颜值 性能 字 ： ！ 非要 挑点 毛病 视频 App 游戏 兼容 覆盖 全屏 刘海 习惯 介绍 两个 AR 游戏 装装 X ： Freeblade 机器人 ： ARDragon 宠物 恐龙 相机 娱乐 新鲜感 分享 OLED 屏 效果 方法 先 原彩 显示 关 ？ 打开 设置 通用 辅助 功能 显示 调节 降低 白点 值调 60 发现 舒服 老铁们 有用 记得 点赞 ！
4322,2,7,太 可恶 活动 期间 打电话 要京豆 玩意儿
4323,1,24,理想 购物 信号 特差 送 检修 非说 ID 没关 密码 明明 说 退回来 懒得 麻烦 刚用 几天 数据线 坏 打电话 让给 好评 问 好评
4324,3,4,拍照 慢动作 闪是 情况
4325,5,4,买 感觉 换 还好
4326,1,8,京东 买 假货 买 一台 iPhone8plus 买 假货
4327,1,25,超级 坑 十号 到货 发现 降价 价格 变化 过期 愤怒 只能 认 倒霉 京东 客服 一句 只保 七天 京东 买 电子产品 用户 体验 最差 差评
4328,1,20,5.3 收到 手机 掉价 600 买 套装 手机 价保 真 暴利 息 屏时 碰 屏幕 就亮 屏 回事 ？ ？
4329,1,3,买 完 降价
4330,3,4,速度 不错 ！ 试用
4331,2,4,喜欢 红色 优惠 开心
4332,3,4,买 跌 早 不买
4333,1,8,不太 理想 想象 速度 开 卡 好像 假
4334,1,51,产品 星 京东 价格政策 给星 秒 杀价 买下 第二天 价格 降 00 元 秒杀 这算 秒杀 ？ 秒杀 第二天 降价 价保 拒绝 理由 秒杀 报价 秒杀 第二天 降价 秒 杀 ？ 忽悠 ？ 秒杀 还好 想 一点 京东 秒杀 东西 随便 买 吸取教训 ！ 至少 半年 暂停 买 京东 东西 ！
4335,5,22,屏幕 摸 真的 舒服 外观 好看 苹果 系统 系统 流畅 机子 国行 全新 未 拆封 喜欢 京东 购物 服务 看重 售后 ！
4336,5,105,网购 总有 包裹 收 评语 写 ！ 写 评语 花掉 时间 精力 ！ 回头 想想 我花 钱 我花 时间 精力 写 评语 不划算 ？ 一段时间 里 不去 评价 随便 写写 ！ 好像 对不住 辛苦工作 卖家 客服 仓管 老板 写下 一小 段话 拿到 五星 好评 卖家 宝贝 评价 以示 感谢 尊敬 ！ 宝贝 性价比 高 每次 先 试用 评价 宝贝 同等 价位 表现 最棒 卖家 沟通 中 无论是 前期 咨询 后期 询问 ； 卖家 好好 解答 物流 速度 接受 比较慢 物流 希望 耐心 等待 卖家 控制 物流 速度 卖家 希望 早日 到货 早点 付款 ！ 希望 卖家 再接再厉 店铺 做 强 提供 更多更好 东西 非常感谢 完
4337,5,8,当天 上午 10 点 下单 下午 送到 赞
4338,1,5,不好 第一次 买 真让人 失望
4339,1,36,垃圾 手机 京东 买 拿到 手 灰尘 怀疑 二手 买 八天 降 两百 降 平衡 块钱 事 内心 平衡 玩意 客服 拽 要命 爱答不理 果断 卸载 这破 玩意 卖个 破 苹果 手机 拽 ？ 破 客服
4340,5,16,几天 评价 颜色 好看 酒 红色 客服 态度 不用 担心 退货 挺 信赖 京东 快递 力
4341,3,9,不太像 未 开封 外壳 掉 漆 第一次 上网 买手机
4342,5,2,收到 心满意足
4343,2,7,买来 一段时间 发现 听筒 话筒 观察 送修
4344,1,24,手机 缝隙 很大 质量 很差 不好 购物 n 建议 购买 别图 便宜 n 客服 退货 换货 不行 n 京东 残次品 降价 卖 够 缺德
4345,5,5,只能 说 实体店 便宜 感觉
4346,3,7,收到 满意 手机 包装盒 压瘪 怀疑 退回来
4347,1,5,差评 客服 说话 手机 发烫
4348,5,11,特别 送货 特别 第二天 送到 准时 18 年 手机 n 正品
4349,3,56,锁屏 瞬间 屏幕 泛红 质量 平时 没事 开机 logo 界面 背景 闪 雪花 条 ！ 边框 坑 缝隙 大进 灰 更是 习以为常 ！ 换货 德行 认了 这代 苹果 没品 控 ！ 唯一 肯 京东 买 京东 售后 手是 百分百 确凿 证据 证明 大部分 退货 翻新 包装 卖 包括 这台 ！ 电池 续航 一般般 8p 真的 太重
4350,1,7,不错 我要 纸张 发票 搞 电子 差评
4351,3,42,最多 三星 五号 单子 二十 号 买 写 现货 足足 两周 问 客服 客服 只会 说 抱歉 对不起 快递 一点 填充物 盒子 脚撞 凹 服 好歹 手机 手机 几天 评价 手机 质量 好评 网上 说 品控 京东 差评 希望 京东 令人 失望
4352,5,34,昨天 挺快 回来 检查 外观 激活 查 序列号 正品 单才 评价 说 翻新 机 挺 害怕 京东 包装 确实 超级 简单 快递 盒加 手机 钢化 膜 手机 壳 买 整体 不错 段时间 再来 追评
4353,1,9,麻 收到 货 三天 降 好几百 玩 ？ 垃圾
4354,5,20,京东 双 11 抢 行官 网查 新 激活 6s 流畅 玩游戏 足够 性价比 超高 京东 物流 很快 买 东西 放心
4355,5,6,信任 京东 货品 包装 完好 流畅
4356,5,10,新机 正品 苹果 官网 验证 号 京东 自营 质量 保障
4357,3,3,不太懂 开发票 电子
4358,5,2,苹果 东西
4359,3,5,10 多天 听筒 特别 郁闷
4360,5,15,手机 买 一个多月 评论 红色 确实 好看 活动 买 便宜 好多 流畅 电池 依旧 硬伤
4361,1,18,超级 超级 差评 垃圾 花 多钱 买 微信来 消息 提示 设置 打开 提示 怀疑 正品 买个 破 手机
4362,3,21,还行 序列号 正品 发货 感觉 简陋 箱子 防 碰撞 措施 拿到 手里 摇 感觉 手机 盒子 飞 拆开 外观 倒 损坏
4363,5,8,实惠 12 期 免息 ！ ！ ！ 399
4364,1,9,客服 真 差劲 注册 ID 半天 回复 真 垃圾
4365,5,4,满意哦 赞 喜欢 赞
4366,5,10,东西 开心 喜欢 京东 购物 体验 ！ 五星 好评 ！
4367,1,4,打电话 有时候 声音 购物
4368,1,29,京东 醉 月 买 8p 花 5688 月 日买 8p 花 月 日 成 元 坑人 客服 说 号 号 秒杀 产品 保价 秒杀 秒杀 价位 高 坑坑 ！
4369,5,10,送货 很快 服务 不错 体验 ！ 下次 还会 光临 ！
4370,5,5,正品 国行 京东 快递 不错
4371,5,5,一段时间 不错 买手机 京东 买
4372,3,7,还行 买 打开 发现 破损 走 售后
4373,2,66,打开 包装 发现 手机 边缘 地方 黑色 污渍 二手 翻新 机 边框 一处 很轻 划痕 发现 想 退货 一部 手机 确实 来来回回 太 麻烦 激活 后用 itools 测 充 过电 出场 时间 匹配 机子 用到 第一次 购买 电子产品 发生 事情 窃以为 京东 降价 优惠 吸引力 清仓 翻新 机 样品 机 希望 立业 态度 责任 自营 货品 质量 伤害 企业 信誉度 物流 网络 货 不好 毁 护城河
4374,1,8,做 活动 买 感觉 还行 听 音乐 杂音
4375,5,4,京东 质量 支持 中
4376,3,51,一是 产品 左上角 返回 触摸 不灵敏 每次 要点 几次 售后 麻烦 只能 凑合 二是 价保 买时 5788 送豆 150 隔天 隔天 变 150 200 00 400 跳到 00 时 申请 补 跳到 400 时 申请 拖 双十 下单 购买 时低 补 差价 整 虚 欺骗 消费者 一点 最差 购买 体验 ！
4377,1,43,人生 第一次 差评 真的 京东 软件 更新 不行 微信 视频 次 次声 嘈杂声 高德 导航 卡卡 声 卖 手机 京东 买 手机 真的 太 失望 客服 意见 关机 重启 送 售后 寄 回去 京东 客户 感受 资料 聊天记录 信息 ？ 差 购物 体验
4378,5,5,手机 好用 物流 信任 京东
4379,5,12,618 买 一个月 发现 查 序列号 国行 正品 有时候 会发 烫 现象
4380,5,2,解锁 不好
4381,1,2,充电 故障
4382,1,30,全新 未激活 电池 暂时 多久 东 快递 真 几把 慢 东莞 发货 福州 走 40 小时 福州 仓库 配送 站 27 小时 上午 点到 配送 站 mmp 下午 点才 配送
4383,5,6,说 买 第三台 好用 不贵 ！
4384,1,11,闪退 键盘 失灵 死机 视频 播放 声音 只能 重启 无语 ........
4385,3,7,屏幕 正中间 上方 有个 点点 原因 还好
4386,5,2,验证 新机
4387,5,5,不错 省吃俭用 好几年 终于 苹果
4388,5,7,暂时 流畅 正品 第二次 京东 买手机 不错
4389,3,4,为啥 指纹 很难 识别
4390,5,9,一个多月 评价 手机 说 苹果 一如既往 品质 很棒 ！
4391,3,6,听 微信 语音 时会 电流 声
4392,3,9,我能 评论 ？ 屏幕 失灵 触感 不好 ！ 一般般
4393,5,6,滴 第一天 京东 买手机 京东 商城
4394,2,10,新机 电池 只能 四五个 小时 晕 第一次 买 苹果 坑人
4395,5,9,正品 奖励 员工 实体店 稍微 便宜 点 用过 评价
4396,2,17,位于 机身 一半 左侧 屏幕 连接处 位置 缝隙 位置 n 摄像头 灰 n 同事 买 怀疑 手机
4397,3,24,手机 闪退 有时候 价格 变 买 几天 便宜 200 ！ 找 客服 人理 服务态度 不行 hellip 保价 时间 太短 想 买家 平衡 感觉 hellip
4398,2,16,手机 到手 擦痕 手欠 激活 退 提醒 事项 备忘录 垃圾 信息 买手机 前 请 看清楚 激活
4399,5,3,评价 好用 没得说
4400,3,10,手机 买 激活 时间 却是 二月 四号 满意 解释 ？
4401,3,2,行 黑屏
4402,3,26,商品 满意 京东 物流 挺 失望 原先 预计 准时 达 形同虚设 天才 收到 提前 通知 打电话 问 爆仓 过年 小伙伴 购物 时 提前 点 时间 拖
4403,2,21,几个 手机 苹果 玻璃 屏 摸 感觉 舒服 引导 appleID 麻烦 界面 操作 死板 mate10pro 流畅 随心所欲 66888 价格 贵 推荐
4404,1,11,不想 说 客服 一言不合 发 打不开 网址 打发 消费者 真心 差评
4405,5,2,新 机器
4406,3,13,发货 挺快 手机 挺好用 ！ 昨天 买 5999 价格 5688 ！ 不爽 ！
4407,2,21,刚刚 买 几天 降 400 说 返还 300 元 京东 豆 150 元 京东 豆 感觉 坑 快递 力 苹果 手机
4408,1,7,苹果 8p 太 差劲 几天 频繁 死机
4409,5,17,收到 包装 太 简单 还好 破损 地方 手机 喜欢 查 正品 京东 购机 尝试 白条 挺快 满意
4410,2,18,弹出 运营商 界面 ？ 听说 稳定 信号 满格 有人 说 基 带有 再用 两天 不行 售后 换 机子
4411,3,8,屏幕 那种 黄 屏幕 手机 拆开 打包 退货
4412,2,3,第一个 划痕 换
4413,1,11,买来 静音 按键 坏 几个 月 坏 新 勿 碰 设计
4414,1,14,头 差评 京东 太 坑人 同一个 商品 搞 N 版本 价 欺骗 消费者 ！
4415,1,122,收到 盒子 封口处 灰尘 不在意 试着 小心 撕开 防 撕膜 发现 破坏 防 撕膜 情况 撕开 还原 回去 防 撕膜 意义 买来 送 女友 打开 发现 充电器 瑕疵 找 客服 客服 只会 说 保证 全新 正品 工厂 少许 误差 给出 解决方案 一段时间 未 解决 没管 女友 一段时间 说会 黑屏 死机 次品 几天 京东 双 单立 减 500 申请 价保 理由 拒绝 客服 单算价 降价 提供 价保 该条 细则 客服 提供 不出 改口 说 没货 支持 价保 提出 有货 客服 说 升级 升级 客服 说 支付 优惠 270 算下来 降价 纳闷 年费 白金卡 优惠 京东 想 算作 优惠 逼不得已 投诉 外部 管理 部门 外部 管理 部门 京东 协商 解决 赔付 200 差价 整整 不到 天 买手机 亏了 800 反正 网上 购买 太 信誉
4416,5,25,发工资 送给 姐姐 代 16G 买回来 查 序列号 imei 未激活 买家 说 翻新 官换 2018 年 生产 版本 11 版本 想 买来 越狱 问问 客服
4417,1,17,年前 问 客服 说 活动 年 没到 一个月 降千 客服 打电话 说 天 价保 京东 失望 ！
4418,1,33,京东 自营 产品 事 说 三次 前一天 买 手机 第二天 发现 手机 后盖 下部 裂开 缝 粘住 惨 买 残次品 找 客服 说换 退 回去 实体店 检测 报告 不到 成 鬼样 京东 太坑
4419,1,12,第一次 苹果 手机 玩 不错 几天 发现 会卡屏 玩游戏 有时候 很快 再也不会
4420,5,10,回来 刚用 京东 快递 特别 特别 喜欢 正好 降价 买
4421,5,3,全新 未 拆封
4422,5,7,花 好多钱 涨 金条 额度 过分 刘
4423,1,12,东西 满意 本来 想 好评 客服 太不像话 我本 花钱 小弟 客服 大爷
4424,5,36,苹果 系统 s 发售 买 用到 内存 太小 还会用 （ 太穷 ） 3.8 晚上 早上 买 物流 说 机子 体验 评价 未激活 肯定 说 说 缺点 第一 创新 特别 足 相比 变化 电池 依旧 毛病 说
4425,1,38,京东 自营 双 苹果 机器 质量 这才 两个 月 不到 手机 拿到 苹果 店里 说 主板 坏 碰到 一位 京东 买 主 主板 坏 苹果 店 内部人员 婉转 建议 苹果 专卖店 里 买 便宜 没好 货 提醒 买家
4426,5,45,终于 s 换掉 新 到手 不错 查询 序列号 手机 显示 未激活 开拆 手机 包装盒 产品 瑕疵 已用 天 手机 运行 速度 很快 上班 期间 平时 接电话 刷 微信 玩玩 应用程序 电量 足够 充电 20% 充满 半小时 希望 电池 能耐 ！ 特地 评价 附上 开机 图
4427,5,5,拿到 感觉 不错 棒棒 哒
4428,1,14,背部 边框 缝隙 胶状 痕迹 手机卡 顿 拍照 效果 7plus 怀疑 京东 出售 假货
4429,2,5,打电话 自动 断线 无奈 ....
4430,3,9,瑕疵 鞋子 开胶 感觉 好像 后壳 打开 用跤 粘
4431,2,5,物流 无力 吐槽 字 烂
4432,5,4,认可 东西 一往 既得
4433,5,6,手机 烫 用个 几日 评价 声音
4434,3,8,手机 运行 很快 金色 很漂亮 充电 太慢 重
4435,3,16,快递 挺快 设备 太重 手里 一会 得换 下手 手机 感觉 重多 苹果 设计 设备 轻 快类
4436,2,2,为啥 发票
4437,2,6,玻璃 没对 严实 听筒 凹 差评
4438,5,6,！ 美观 ！ 快递 送货 ！
4439,1,15,新买 手机 发现 手机 正面 左上角 背面 右下角 撬开 痕迹 正面 左上角 缺失 谨慎 购买
4440,5,9,想 久 买 6splus 手感 顺畅 手机 真品 喜欢
4441,1,31,快递 差评 ！ 打开 手机 充电器 坏 售后 答应 换个 插头 换 两天 换回来 用过 N 苹果 产品 头 遇见 打开 盒子 发现 充电器 坏 真 怀疑 苹果 官方 正品 ！
4442,1,8,手机 喇叭 一个响 不响 一个多月 半个 月 不响
4443,2,94,几天 手机 确实 苹果 山寨 版安卓 放心 天 退货 翻新 客服 服务态度 极差 活生生 机器人 一大堆 打电话 莫名 声音 听 声音 听不见 声音 手机 指纹 录 45 次 10 次 解锁 次 失败 没用 密码 手机 手指 接受 网络 超级 差 4G 网络 3g 乌龟 爬 好多 wifi 搜索 不到 安卓 手机 搜索 78 这台 手机 只能 搜索 34 有时候 密码 正确 连接 不上 昨天晚上 升级 11 系统 手机 硬件 手机 系统 总体 手机 一般般 想象 中 手机 京东 太 手机 同价位 建议 买 苹果 超级 苹果 粉 京东 手机 翻新 机 没什么 自认倒霉
4444,1,17,手机 封机 渠道 拆开 激活 机身 插头 很脏 原装 苹果 手机 客服 正品 否认 封机 京东 失望
4445,3,5,老公 买 外观 瑕疵 功能
4446,5,19,手机 买 一个多月 买 一台 iPhone6 买 好几年 好几年 一点 上个月 买 一台 iPhone7 弟妹 弟妹 说好 iPhone6 确实
4447,3,9,包装 泡泡 袋 手机 盒子 变形 还好 手机 没事
4448,5,10,宝贝 收到 很快 物流 手机 品质 一流 好用 翻新 机一说
4449,3,24,快递 很快 商店 无线网 情况 进不去 下载 东西 流量 下载 设置 网络 不行 打不开 真的 麻烦 朋友 说 翻新 机 刷机 第一次 买 苹果
4450,2,8,只能 两个 星 手机卡 抖屏 明天 检测 语
4451,3,2,坑坑 坑
4452,1,6,手机 白色 右上角 左下角 黑色 痕迹
4453,3,39,一号 下单 二号 中午 当面 开箱 验货 （ 包装 完好 ） 奇怪 开 完箱 发现 手机 开机 回来 查 序列号 发现 一号 激活 二号 收到 机 外观 性能 不想 太 纠结 一号 激活 退换 麻烦 先 中评 追加 评价
4454,5,5,暂时 未 发现 整体 还好
4455,1,23,手机 丢 着急 下单 差评 ？ 新 收到 手机 背后 细微 划痕 仔细 看不出 实在 着急 时间 调换 差评 后续 拿到 店里 检测
4456,1,10,垃圾 买 完 降价 退 差价 ！ 一星 不想 玩意
4457,5,28,手机 本来 一大早 挺 期待 没想到 派送 快递 不爽 京东 快递 员 态度恶劣 耐心 还给 翻白眼 服 真的 搞 再也 不想 京东 买 东西 郁闷 好多天 辣几 物流
4458,1,8,手机 刚用 京东 买手机 放心 实体店 买 ！
4459,5,30,旧 手机 坏 琢磨 换个 新 纠结 三星 s9 ip8 买 ip8 一如既往 简单 折腾 安卓 机系统 太 开放 中毒 屏幕 跳 没法用 挖煤 模式 刷机 资料 丢 苹果 简单
4460,3,4,hellip 感觉 改装 机
4461,3,22,买 看过 价保双 11 上午 十点 多减 150 下午 两点 看成 减 400 申请 价保 说 秒杀 价保 ！ 坑 购物 ！
4462,5,9,屏幕 视频 玩游戏 爽 握 有点累 价格 降低 更好
4463,5,5,6s 挺好用 升级 大容量 挺好用
4464,1,9,两次 打开 相机 黑屏 第三次 网络 接收 时好时坏 我认
4465,3,13,耳机 插头 两面 ？ 好使 翻过来 不行 ！ 新买 手机 第一次 耳机 发现
4466,5,5,发货 速度 很快 价格 贵
4467,2,5,一星 不想 充电 死慢 死慢
4468,3,20,手机 中午 激活 果粉 查 激活 日期 提前 几天 激活 问 商家 发 链接 查 但查 激活 日期 心好 累
4469,1,8,手机 appstore 下载 软件 刚刚 发现 希望 解决
4470,2,44,感觉 退货 机子 盒子 里 灰 后壳 玻璃 中框 衔接 不好 iPhone8 估计 是品 控差 退货 不爽 hellip hellip 快递 一如 即往 低效率 所在城市 一线 城市 原因 送到 深圳 情况 条件 香港 实体店 买 hellip hellip 京东 降价 网上 iPhone 品控 不大好 hellip hellip
4471,2,10,近期 价格 波动 特别 评论 想 保价 事 买到 舒服
4472,3,20,快递 当天 上午 下单 下午 8p 买 老婆 mate10Pro 感觉 这强 老婆 先用 5s 无奈 老婆 喜欢 iPhone 办法 买
4473,1,37,包装盒 两个 防伪 标签 层叠 贴着 下边 那张 破 感觉 翻新 拆过 机子 手机 拍照 偏黄 密码 输入 开机 卡顿 满意 自营 店 真的 很坑 问 客服 说 申请 售后 解决不了 申请 半个 月 坑 真的 坑
4474,5,16,京东 快递 速度 很快 苹果 手机 好看 速度 很快 手感 超级 一下子 设置 ！ ！ ！
4475,5,38,哈哈哈 早上 七点 下单 下午 五点 送到 开心 下班 拿来 手感 不错 颜色 很亮 流畅 6P 感觉 苹果 系统 喜欢 帮 解决 京东 粉丝 激活 白条 郁闷 信誉 高 留言 帮 开通 ？ 手机 不错 真实 不错 降价
4476,5,12,时隔 三年 终于 回 iphone 手机 小巧 屏 屏幕 尺寸 挺大 单手操作
4477,1,11,刚买 两天 降价 00 申请 保价 说 秒杀 商品 资格 坑人
4478,5,39,： 媳妇儿 买 手机 很多年 直 舍得 换 张罗 几次 同意 成 心病 原本 买 7p 128g 性价比 太低 出手 6sp 算是 心病 ！ 京东 送货 很快 上午 拍 下午 上网 查纯国行 激活 外观 瑕疵 满意 周末 惊喜 ！
4479,1,19,退货 再也不会 京东 买 ！ ！ ！ 劝 不想 遇见 事 京东 买 苹果 ！ ！ ！ ！ ！
4480,3,26,宝贝 收到 用到 客服 满意 登陆 ID 时 找 客服 帮忙 客服 回复 手机 跑 苹果 店 帮忙 最终 没事 家里 网络 原因 登起 愉快 ！
4481,3,8,降价 买 手机 没想到 买 完 降价 亏了
4482,1,68,运行 速度 不错 查 序列号 包装 开过 可怕 ！ ！ ！ 包装 破损 查 序列号 激活 懒得 退货 ！ 快递 员 服务态度 差劲 手机 坏 接受 不到 短信 快递 员 说 插 手机 来收 短信 态度 差 全程 吵 喳喳 问 态度 不好 快递 员 态度 不好 笑脸 贴上去 ？ ？ ？ 送货上门 几天 有空 打电话 投诉 ！ 京东 快递 员 时时刻刻 甩 顾客 脸色 ？ 分差评 ！
4483,1,3,换 平台 ！
4484,1,33,有史以来 满意 购物 6000 手机 两个 摄像头 里 程度 划痕 灰尘 想象 ？ 苹果 ？ ！ ！ iphone 品控 系统 确实 流畅 最起码 低级 网上 查 好久 8p x 现象 理解 购物 体验
4485,1,18,京东 失望 207 买 208 年 降价 申请 价保 再也不会 百分百 信任 京东 东西 京东 买 伤 心
4486,1,10,耳机 原口 ！ 原装 表口 耳机 ！ ！ 客服 承认
4487,1,8,刚买 半个 月 降 二百块 钱 真 差劲
4488,5,13,速度 很快 态度 产品 很棒 京东 赛高 五分 好评 ！ ！ ！ ！
4489,1,5,我要 投诉 买回来 充电器 坏
4490,3,17,老婆 买 京东 买手机 手机 质量 不行 通话质量 太 差 ！ ！ ！ 怀疑 正品 ！ ！
4491,1,18,来来来 客户 这是 几个 ？ 京东 胶水 粘贴 玻璃 背面 ？ n 物流 速度 很快 承认 手机 细节
4492,1,12,手机 有用 痕迹 一点 划痕 包装 苹果 包装 膜 京东 包装 膜
